State,Stream_ID,Site_ID,Site_Name,Pier_ID,Date,Time,US/DS,Pier_Type,Pier_Shape,Effective_Pier_Width,Skew_To_Flow,Approach_Velocity,Approach_Depth,Sediment_Transport,Bed_Material_Type,D16,D50,D84,D95,Sigma_Bed_Material,Debris_Effects,Scour_Depth,Accuracy
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",17L,5/1/1991,10:00,Upstream,Group,Cylindrical,4.7,11,3.5,21.4,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,4.1,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",17L,2/25/1991,14:30,Upstream,Group,Cylindrical,5.4,16,3.4,22,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,3.6,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",18L,5/1/1991,10:00,Downstream,Group,Cylindrical,4.9,14,2.2,22.3,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,2.6,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",18L,2/25/1991,14:30,Upstream,Group,Cylindrical,5.3,16,1.9,21.1,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Moderate,2,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",18L,1/31/1990,15:00,Upstream,Group,Cylindrical,5.8,11,1.3,17.4,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Moderate,1.6,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",17L,1/31/1990,15:00,Upstream,Group,Cylindrical,5.8,11,2.8,17.5,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,2,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",15L,5/1/1991,10:00,Downstream,Group,Square,1.33,14,4.4,29,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,3,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",15L,2/25/1991,14:30,Upstream,Group,Square,1.33,16,3.8,29.2,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,1.3,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",18R,5/1/1991,11:20,Upstream,Group,Cylindrical,5.1,14,2,23,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,3.7,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",18R,2/25/1991,15:20,Upstream,Group,Cylindrical,5.1,20,2.4,20.2,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,5.7,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",17R,5/1/1991,11:20,Upstream,Group,Cylindrical,4.8,8,3.2,21.7,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,3.9,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",16R,2/25/1991,15:20,Upstream,Group,Square,2.67,16,3.9,27.5,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,2.9,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",16R,5/1/1991,11:20,Downstream,Group,Square,2.67,11,4.7,26.6,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,2.1,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",17R,2/25/1991,15:20,Upstream,Group,Cylindrical,5.5,16,2.8,23.3,Live-bed,Non-cohesive,0.26,0.39,0.9,1.3,1.9,Insignificant,1.6,0.5
MS,Pearl River,27,"Pearl River at eastbound S.R. 25 at Jackson, MS",15R,5/1/1991,11:20,Upstream,Group,Square,1.33,16,5.1,30.6,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,1.4,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",7,5/10/1991,14:45,Downstream,Group,Square,4.1,0,2.9,28.9,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,2.5,1
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",6,5/10/1991,14:45,Downstream,Single,Square,5.7,11,5.1,30.1,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,7.4,1
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",4,5/10/1991,14:45,Upstream,Single,Square,5.4,8,7,24.6,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,2.3,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",5,1/30/1990,14:15,Upstream,Single,Square,6.1,8,6.5,28.1,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,5.3,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",7,1/30/1990,14:15,Upstream,Group,Square,3.9,0,1.9,23,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,4.1,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",4,1/30/1990,14:15,Downstream,Single,Square,5.4,14,7,22.3,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,4.8,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",5,5/10/1991,14:45,Downstream,Single,Square,6,11,6.4,28.9,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,3.9,0.5
MS,Pearl River,29,"Pearl River at eastbound U.S. 98 near Columbia, MS",6,1/30/1990,14:15,Upstream,Single,Square,5.5,0,3.5,26.4,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,5.7,1
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",6,1/30/1990,15:00,Downstream,Group,Cylindrical,5.5,14,6.9,27.7,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,6.5,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",5,1/30/1990,15:00,Upstream,Group,Cylindrical,6.4,8,5.7,28.6,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,3.3,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",4,1/30/1990,15:00,Upstream,Group,Cylindrical,5.5,8,4.6,25,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,3.2,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",4,1/27/1990,14:55,Upstream,Group,Cylindrical,5.4,8,5.3,26.9,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,1.9,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",4,5/10/1991,10:45,Upstream,Group,Cylindrical,5.5,11,5.1,29.1,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,1.4,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",5,2/5/1990,17:35,Upstream,Group,Cylindrical,5.8,16,4.3,25.7,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,2,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",6,1/27/1990,14:55,Upstream,Group,Cylindrical,5.5,16,5.6,30.1,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Insignificant,4.9,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",5,1/27/1990,12:30,Upstream,Group,Cylindrical,5.5,22,7.7,28.4,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,7.5,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",5,5/10/1991,10:45,Downstream,Group,Cylindrical,5.5,11,6.6,28.9,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,4.5,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",6,2/5/1990,17:35,Downstream,Group,Cylindrical,5.8,18,4.2,25.1,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,6.6,0.5
MS,Pearl River,30,"Pearl River at westbound U.S. 98 near Columbia, MS",6,5/10/1991,10:45,Upstream,Group,Cylindrical,5.4,14,7.2,27.3,Live-bed,Non-cohesive,0.39,6.9,15,20,6.2,Unknown,9.9,0.5
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P1,6/21/1991,14:50,Upstream,Single,Sharp,3.4,0,4.2,1.3,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1.5,0.5
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P3,6/4/1991,12:40,Upstream,Single,Sharp,3.4,0,4.7,1,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,3.4,0.3
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P4,6/21/1991,14:50,Upstream,Single,Sharp,3.4,0,2.1,0.5,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1.2,0.3
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P4,6/4/1991,12:40,Upstream,Single,Sharp,3.4,0,2.5,0.4,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1,0.3
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P3,6/21/1991,14:50,Upstream,Single,Sharp,3.4,0,5.4,1.5,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,3.5,0.3
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P4,5/21/1991,15:30,Upstream,Single,Sharp,3.4,0,4.1,0.9,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1.6,0.3
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P1,5/21/1991,15:30,Upstream,Single,Sharp,3.4,0,5.4,1.7,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1.2,0.5
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P1,6/4/1991,12:40,Upstream,Single,Sharp,3.4,0,4.4,1.5,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,1.7,0.5
MT,Badger Creek,34,"Badger Creek at U.S. 89 near Browning, MT",P3,5/21/1991,15:30,Upstream,Single,Sharp,3.4,0,5.4,1.3,Live-bed,Non-cohesive,0.35,8,30,48,9.3,Moderate,3.2,0.3
MT,Beaver Creek,87,US 2 over Beaver Creek Overflow 7 Miles West of Saco. MT,2,,,Upstream,Group,Cylindrical,2,0,,,Clear-water,Cohesive,,,,,,Insignificant,1,0.25
MT,Beaver Creek,87,US 2 over Beaver Creek Overflow 7 Miles West of Saco. MT,1,,,,Single,Cylindrical,2,0,,,Clear-water,Cohesive,,,,,,Insignificant,,
MT,Beaver Creek,87,US 2 over Beaver Creek Overflow 7 Miles West of Saco. MT,3,,,Upstream,Group,Cylindrical,,0,,,Clear-water,Cohesive,,,,,,Insignificant,0.5,0.25
MT,Beaver Creek,88,US 2 over Beaver Creek Overflow 9 Miles West of Saco. MT,3,,,,Group,Cylindrical,,0,,,Clear-water,Cohesive,,,,,,Insignificant,,
MT,Beaver Creek,88,US 2 over Beaver Creek Overflow 9 Miles West of Saco. MT,1,,,,Group,Cylindrical,2,0,,,Clear-water,Cohesive,,,,,,Insignificant,,
MT,Beaver Creek,88,US 2 over Beaver Creek Overflow 9 Miles West of Saco. MT,2,,,,Group,Cylindrical,,0,,,Clear-water,Cohesive,,,,,,Insignificant,,
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",1,6/6/1991,11:15,Upstream,Single,Sharp,4.3,5,8.4,8.6,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,3.7,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",1,6/10/1991,12:30,Upstream,Single,Sharp,4.3,5,7,6.4,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,2.7,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",1,6/18/1991,12:45,Upstream,Single,Sharp,4.3,5,5,4.6,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,3.2,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",2,6/10/1991,12:30,Upstream,Single,Sharp,4.3,5,6,5.6,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,3,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",2,6/13/1991,12:30,Upstream,Single,Sharp,4.3,5,7,6.3,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,2.8,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",2,6/18/1991,12:45,Upstream,Single,Sharp,4.3,5,3.6,4.1,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,3,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",1,6/13/1991,12:30,Upstream,Single,Sharp,4.3,5,7,7.5,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,2.7,0.3
MT,Clarks Fork Yellowstone River,31,"Clarks Fork Yellowstone River near Bridger, MT",2,6/6/1991,11:15,Upstream,Single,Sharp,4.3,5,6.5,7.1,Clear-water,Non-cohesive,17,39,90,140,2.3,Insignificant,2.6,0.3
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",2,6/6/1991,13:35,Upstream,Single,Sharp,3.4,3,10.6,5.5,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,5.5,0.5
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",2,6/23/1993,0:00,Upstream,Single,Sharp,3.4,3,7,3.8,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,4.5,0.5
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",1,6/6/1991,13:35,Upstream,Single,Sharp,3.4,3,8.4,4.8,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,0.8,0.3
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",1,6/23/1993,0:00,Upstream,Single,Sharp,3.4,3,6.2,3.4,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,1.9,0.3
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",2,6/18/1992,14:45,Upstream,Single,Sharp,3.4,3,7,3.7,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,4.6,0.5
MT,Gallatin River,32,"Gallatin River at U.S. 191 near Gallatin Gateway, MT",1,6/18/1992,14:45,Upstream,Single,Sharp,3.4,3,5.1,3.3,Clear-water,Non-cohesive,38,95,230,330,2.5,Insignificant,1.2,0.3
MT,Gallatin River,89,"I-90 over Gallatin River near Manhattan, MT",2,6/18/1997,,Upstream,Single,Sharp,,5,6,5,Unknown,Non-cohesive,,,,,,Substantial,9,1.5
MT,Gallatin River,89,"I-90 over Gallatin River near Manhattan, MT",3,6/18/1997,,Upstream,Single,Sharp,,5,7.3,3,Unknown,Non-cohesive,,,,,,Moderate,3.5,1
MT,Gallatin River,89,"I-90 over Gallatin River near Manhattan, MT",1,5/22/1997,,Upstream,Single,Sharp,,5,6.8,3.5,Unknown,Non-cohesive,,,,,,Substantial,8,1.5
MT,Gallatin River,89,"I-90 over Gallatin River near Manhattan, MT",1,6/8/1995,,Upstream,Single,Sharp,,5,,,Unknown,Non-cohesive,,,,,,Substantial,9,1.5
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",3,6/30/1993,10:30,Upstream,Single,Sharp,3.1,0,3.5,6,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,0.4,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",3,5/27/1993,10:00,Upstream,Single,Sharp,3.1,0,3.6,6.8,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,0.4,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",3,5/21/1993,16:10,Upstream,Single,Sharp,3.1,0,3.3,7.4,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,0.3,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",2,5/27/1993,10:00,Upstream,Single,Sharp,3.1,0,8,7.8,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,1.8,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",2,5/21/1993,16:10,Upstream,Single,Sharp,3.2,0,7.6,8.2,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,1.6,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",1,6/30/1993,10:30,Upstream,Single,Sharp,3.1,0,4.9,6.6,Clear-water,NON-COH,28,73,150,190,2.3,Unknown,1.9,0.5
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",1,5/27/1993,10:00,Upstream,Single,Sharp,3.1,0,8.2,8.3,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,2.3,0.5
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",2,6/30/1993,10:30,Upstream,Single,Sharp,3.2,0,4.8,6.2,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,1.1,0.3
MT,Yellowstone River,33,"Yellowstone River at U.S. 89 near Emigrant, MT",1,5/21/1993,16:10,Upstream,Single,Sharp,3.1,0,8,8.7,Clear-water,Non-cohesive,28,73,150,190,2.3,Unknown,2.5,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",4,10/23/1970,0:00,Upstream,Single,Round,5,0,3.3,7.8,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",4,6/24/1972,0:00,Upstream,Single,Round,5,0,11.2,31.9,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,4.3,1
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",6,9/28/1975,0:00,Upstream,Single,Round,5,0,7.4,12.4,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",6,3/25/1980,0:00,Upstream,Single,Round,5,0,5.4,8.5,Clear-water,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",5,10/23/1970,0:00,Upstream,Single,Round,5,0,2.5,6.7,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",5,6/24/1972,0:00,Upstream,Single,Round,5,0,10.5,26.5,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,3.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",5,3/25/1980,0:00,Upstream,Single,Round,5,0,6.5,11.8,Clear-water,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",1,10/23/1970,0:00,Upstream,Single,Round,5,0,6.5,12.5,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,1.7,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",2,10/23/1970,0:00,Upstream,Single,Round,5,0,6,12,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",5,9/28/1975,0:00,Upstream,Single,Round,5,0,8.9,17.8,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,1.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",4,9/28/1975,0:00,Upstream,Single,Round,5,0,9.5,18.7,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,1.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",2,6/24/1972,0:00,Upstream,Single,Round,5,0,12.9,31.1,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,4.1,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",2,3/25/1980,0:00,Upstream,Single,Round,5,0,8,16.2,Clear-water,Non-cohesive,11,27,58,89,2.3,Unknown,3,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",3,3/25/1980,0:00,Upstream,Single,Round,5,0,7.6,12.6,Clear-water,Non-cohesive,11,27,58,89,2.3,Unknown,3.3,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",3,9/28/1975,0:00,Upstream,Single,Round,5,0,10.4,19,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,2.3,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",3,6/24/1972,0:00,Upstream,Single,Round,5,0,12.3,31.4,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,3.9,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",3,10/23/1970,0:00,Upstream,Single,Round,5,0,5,11.2,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",4,3/25/1980,0:00,Upstream,Single,Round,5,0,7,12.3,Clear-water,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",1,6/24/1972,0:00,Upstream,Single,Round,5,0,13.4,27.3,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,5.1,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",6,10/23/1970,0:00,Upstream,Single,Round,5,0,1.6,5.7,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,0,0.5
NY,Chemung River,36,"Chemung River at S.R. 427 at Chemung, NY",6,6/24/1972,0:00,Upstream,Single,Round,5,0,8.7,19,Unknown,Non-cohesive,11,27,58,89,2.3,Unknown,2,0.5
NY,Delaware River,40,"Delaware River at Route 6 at Port Jervis, NY",1,9/16/1992,0:00,Upstream,Single,Round,10,0,14.7,25.1,Clear-water,Non-cohesive,14,45,103,142,2.7,Unknown,3.1,0.5
NY,Genesee River,39,"Genesee River at Bailey Road at Portageville, NY",3,10/21/1998,0:00,Upstream,Single,Sharp,6,0,9.5,21,Clear-water,Non-cohesive,18,27,42,55,1.5,Unknown,3.2,0.5
NY,Otselic River,35,"Otselic River at S.R. 23 at Cincinnatus, NY",1,10/24/1990,0:00,Upstream,Single,Round,3,30,6.8,10.3,Clear-water,Non-cohesive,18,32,55,76,1.75,Insignificant,5.2,0.2
NY,Schoharie Creek,37,"Schoharie Creek at S.R. 30 at Middleburg, NY",2,11/17/1989,0:00,Upstream,Single,Round,5.5,0,11,16.7,Clear-water,Non-cohesive,15,33,60,95,2,Insignificant,3.5,0.2
NY,Schoharie Creek,37,"Schoharie Creek at S.R. 30 at Middleburg, NY",1,11/17/1989,0:00,Upstream,Single,Round,5.5,0,12,17.9,Clear-water,Non-cohesive,15,33,60,95,2,Insignificant,1.9,0.2
NY,Susquehanna River,38,"Susquehanna River at C.R. 314 at Conklin, NY",3,8/27/1991,0:00,Upstream,Single,Round,5,0,9,18.3,Clear-water,Non-cohesive,14,28,53,65,1.9,Unknown,0.9,0.2
NY,Susquehanna River,38,"Susquehanna River at C.R. 314 at Conklin, NY",2,8/27/1991,0:00,Upstream,Single,Round,5,0,8.3,18.1,Clear-water,Non-cohesive,14,28,53,65,1.9,Unknown,1.1,0.2
NY,Susquehanna River,38,"Susquehanna River at C.R. 314 at Conklin, NY",4,8/27/1991,0:00,Upstream,Single,Round,5,0,7.3,16.8,Clear-water,Non-cohesive,14,28,53,65,1.9,Moderate,3.2,0.2
OH,Agulaize River,79,Auglaize River at S.R. 198 near Wapakoneta,1,7/13/1992,14:30,Upstream,Single,Round,2.5,40.1,1.7,10.6,Clear-water,Non-cohesive,0.0058,0.12,2.4,5.8,20.34,Insignificant,1.8,0.5
OH,Agulaize River,79,Auglaize River at S.R. 198 near Wapakoneta,1,7/17/1992,16:10,Upstream,Single,Round,2.5,49.5,0.9,7.1,Clear-water,Non-cohesive,0.0058,0.12,2.4,5.8,20.34,Insignificant,0.5,0.5
OH,Clear Creek,59,"Clear Creek at U.S. 33 near Rockbridge, OH",1,1/28/1994,10:00,Upstream,Single,Round,4,0,3.7,10.6,Clear-water,Non-cohesive,0.033,0.15,0.28,0.35,2.91,Unknown,2.8,0.5
OH,Grand River,60,"Grand River at S.R. 84 near Painesville, OH",3,12/31/1992,11:05,Upstream,Single,Round,5.4,85,2.6,5.9,Live-bed,Non-cohesive,0.09,9,33.5,71,19.3,Insignificant,1.1,0.5
OH,Grand River,60,"Grand River at S.R. 84 near Painesville, OH",1,12/31/1992,11:05,Upstream,Single,Round,5.4,0,4.8,6.9,Live-bed,Non-cohesive,0.39,12,31,44,8.92,Insignificant,1.4,0.5
OH,Great Miami River,41,"Great Miami River at S.R. 128 at Hamilton, OH",2,1/29/1994,9:10,Upstream,Single,Round,3.5,0,5.8,13.5,Clear-water,Non-cohesive,0.25,1.3,14,18,7.5,Insignificant,0.9,0.5
OH,Great Miami River,41,"Great Miami River at S.R. 128 at Hamilton, OH",2,5/16/1990,10:00,Upstream,Single,Round,3.5,0,4.5,12.7,Live-bed,Non-cohesive,0.75,1.82,5,8.8,2.6,Insignificant,1.6,0.5
OH,Great Miami River,41,"Great Miami River at S.R. 128 at Hamilton, OH",2,7/18/1992,12:45,Upstream,Single,Round,3.5,8.1,4.8,12.1,Live-bed,Non-cohesive,0.75,1.82,5,8.8,2.6,Insignificant,1.3,0.5
OH,Great Miami River,41,"Great Miami River at S.R. 128 at Hamilton, OH",3,5/16/1990,10:00,Upstream,Single,Round,3.5,0,4.5,13.4,Live-bed,Non-cohesive,0.14,0.78,1.6,1.8,3.4,Insignificant,1,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",2,11/13/1992,12:10,Upstream,Single,Sharp,3,66.4,0.8,6.1,Clear-water,Non-cohesive,0.048,0.25,9.5,25,14.1,Insignificant,1.5,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",1,11/13/1992,12:10,Upstream,Single,Sharp,3,60,0.6,6,Clear-water,Non-cohesive,,0.058,0.184,5.4,,Insignificant,0.6,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",7,1/29/1994,10:55,Upstream,Single,Sharp,3,60,2.4,7.4,Clear-water,Non-cohesive,4.2,24,45,62,3.27,Unknown,3.5,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",7,11/13/1992,12:10,Upstream,Single,Sharp,3,60,2.2,8.1,Clear-water,Non-cohesive,7.8,56,80,90,3.2,Insignificant,3.6,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",6,1/29/1994,10:55,Upstream,Single,Sharp,3,60,2.4,7.5,Clear-water,Non-cohesive,9,34,55,65,2.47,Unknown,3.3,0.5
OH,Great Miami River,61,"Great Miami River at S.R. 41 at Troy, OH",6,11/13/1992,12:10,Upstream,Single,Sharp,3,57.3,2.8,8.5,Clear-water,Non-cohesive,9.5,31,56,79,2.43,Insignificant,3.4,0.5
